id,address,categories,city,country,latitude,longitude,name,postalCode,twitter,websites,no_twitter,no_website,no_menu,state,address_location
AVwd-Qoy_7pvs4fz-5yk,1505 SW Sunset Blvd,"brewery,restaurant,brewery hillsdale",Portland,US,45.47936,-122.69351999999999,Hillsdale Brewery & Public House,97239,captainneon,http://www.mcmenamins.com/373-mcmenamins-breweries-home,False,False,True,OR,"1505 SW Sunset Blvd, Portland, OR, 97239, US"
AV5BXWvNRxPSIh2RgpJu,215 nd Pl 107,brewers,Portland,US,45.5244,-122.6975,Craft Brew Bouquet,97210,,,True,True,True,OR,"215 nd Pl 107, Portland, OR, 97210, US"
AVwdFnFPIN2L1WUfsFDY,6716 SE Milwaukie Ave,"brewery,bar",Portland,US,45.474121000000004,-122.648696,Laurelwood SE Public House,97202,laurelwood1,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJQpGz4j_jsCiZSgBGNEFE45g9QsaNsdSOFNIK7kVLgeOOfRZmKyeFEZf1J2RnRpi4I6BHftZ1h1Bx38gVpqoDmwPiBEwDrDQEcjBsr8FxvXGatvARkX7wgKQJ0tETfivorzmmED4xQctT7zp5LoyLKEpdPysgxnhEubTZKHLDuwd2cwAgF7njcm8kNAbVIyj-T4K_5y0fDLGyO6UtOMoNHaN995uxHyvavOQ7XQvO8gKEI2dZrXL5eOoD3c6x2J-swGhJiUV9CgeU3-elff-8lkL47z_ZO7e-1VxQFWQAqd6yQUz5FhJLETYco7VmkgJCDu_HW40DdTskLwLt6AftPeDQhgXUZf_XtFm6AM4CsbKqcqOgRrdsdg&placement=listing_profile&cs_user=unknown&cs_session=ec8898fe5345bdf754a5107c50a6c4fd227b1405,False,False,False,OR,"6716 SE Milwaukie Ave, Portland, OR, 97202, US"
AVwcswRZ_7pvs4fzyAy2,430 N Killingsworth St,"pub,restaurant,brewers,wholesale office equipment,bars,american restaurants,brew pubs,restaurants,beer , ale,hotels , motels,night clubs,bar , grills,taverns,pub northeast portl,",Portland,US,45.56244,-122.67036,McMenamins Chapel Pub,97217,captainneon,http://mcmenamins.com,False,False,False,OR,"430 N Killingsworth St, Portland, OR, 97217, US"
AVwce0YCkufWRAb5vmbg,955 N Russell St,brewery,Portland,US,,,Taste Panel Room,97227,,,True,True,True,OR,"955 N Russell St, Portland, OR, 97227, US"
AVwcsRNk_7pvs4fzx7fw,6410 SE Milwaukie Ave,brewery,Portland,US,,,13 Virtues Brewing Co.,97202,13virtuesbrew,,False,True,True,OR,"6410 SE Milwaukie Ave, Portland, OR, 97202, US"
AVzBE_-R3D1zeR_xBGmn,1001 SE Division St #1,brewery,Portland,US,,,Grixsen Brewing Company,97202,,,True,True,True,OR,"1001 SE Division St #1, Portland, OR, 97202, US"
AVwcxFODkufWRAb5yzQU,5115 NE Sandy Blvd,"brewery,pub,liquor stores,brew pubs,restaurants,restaurant",Portland,US,45.5401,-122.6107,Laurelwood Public House & Brewery,97213,laurelwood1,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJSRKLpAD7dzc22-XHRAt2kq-WmSV5kGowxjJkEC7I_qCX1H3UmTXzTMHf5bKOZxIcjDm1a1l3zgLb9VGKcujdB0gy3FqgACaIS1nOmncj9eB4g-8OIilKCSl5nZWE9pTPVHoDYapeLNZikSTDazDmLbLqJXaXOkfRoTNJ4jmGS9oaSMhdmR2dQE9cOWCNYUaWN2jL-iiKa8Sjb0mbTxB4OTu0QnMhyolPxByXw2Ye7yok_Mr4a3kkladORF8PlEoeXD7WQPT2OmiDLpGok84AG4LSBec1ctocagyyNv9BMZKPLId4CmerLX1qwP3fno9o2NhWvP3KuOHyKAVqGksWcCWDqaFgG3uh6XqVOvh9cz8&placement=listing_profile&cs_user=unknown&cs_session=a04d829cb04c5e03f16e15d7a3015d3974ba6017,False,False,False,OR,"5115 NE Sandy Blvd, Portland, OR, 97213, US"
AVzBHqhQFcQ3k02bBe2L,2117 NE Oregon St Ste 202,brewery,Portland,US,,,Oregon Mead & Cider Co.,97232,,,True,True,True,OR,"2117 NE Oregon St Ste 202, Portland, OR, 97232, US"
AV1teAdwRxPSIh2RbMIY,5716 SE 92nd Ave,"brewery,bar,restaurant",Portland,US,45.48109,-122.56805,Zoiglhaus,97266,,,True,True,True,OR,"5716 SE 92nd Ave, Portland, OR, 97266, US"
AVwdOV3z_7pvs4fz3lba,6440 SW Capitol Hwy,"brewery,pub,restaurant",Portland,US,45.47761,-122.69892,Sasquatch Brewery,97239,sasquatchbrew,http://sasquatchbrewery.com,False,False,False,OR,"6440 SW Capitol Hwy, Portland, OR, 97239, US"
AVwciT8TByjofQCxfVFv,14610 SW Sequoia Pkwy,"pub,brewery,restaurant",Portland,US,45.41454,-122.74665,John Barleycorns,97224,,,True,True,True,OR,"14610 SW Sequoia Pkwy, Portland, OR, 97224, US"
AVwcnG8hIN2L1WUfm7FV,955 N Russell St,"brewery,pub,american restaurant,brewery, pub, , american restaurant,brewery, pub, , american restaurant eliot,brewery eliot",Portland,US,45.54106084,-122.6769239,Widmer Brothers Brewing Company,97227,widmer_brothers,http://widmerbrothers.com,False,False,False,OR,"955 N Russell St, Portland, OR, 97227, US"
AVwehO9S_7pvs4fzDwse,1 N Center Court St,"brewery,brewery lloyd district",Portland,US,,,Pyramid Taproom at Schonely's Place,97227,,,True,True,True,OR,"1 N Center Court St, Portland, OR, 97227, US"
AVwc0jAKkufWRAb5zYFC,700 NE Dekum St,"brewery,gastropub,non-profit,restaurant,bars pubs,brewery, gastropub, , non-profit,brewery, gastropub, , non-profit woodlawn",Portland,US,45.571529999999996,-122.65816000000001,The Oregon Public House,97211,oregonpubhouse,http://oregonpublichouse.com,False,False,True,OR,"700 NE Dekum St, Portland, OR, 97211, US"
AV6DQt_Ma4HuVbedE713,1 Industrial Way 8,brewers,Portland,US,43.7033,-70.3204,Austin Street Brewery,4103,,,True,True,True,OR,"1 Industrial Way 8, Portland, OR, 4103, US"
AVwc9JIxByjofQCxkAM8,4765 NE Fremont St,"brewery,distillery,restaurants,bars clubs,bars pubs,brew pubs,neighborhood bars,bars,american restaurants,beer , ale,family style restaurants,taverns",Portland,US,45.5485,-122.6136,Alameda Brewhouse,97213,alamedabrewing,http://www.alamedabrewing.com,False,False,False,OR,"4765 NE Fremont St, Portland, OR, 97213, US"
AVzBGwWNFcQ3k02bBepN,1516 SE 10th Ave,brewery,Portland,US,,,Scout Beer Brewery & Taproom,97214,,,True,True,True,OR,"1516 SE 10th Ave, Portland, OR, 97214, US"
AVwc7-zAByjofQCxj0NV,2117 NE Oregon St,"brewery,bars , clubs,food , drink,nightlife,breweries,brewery kerns",Portland,US,45.528940000000006,-122.64396,Culmination Brewing,97232,culminationbrew,http://culminationbrewing.com,False,False,False,OR,"2117 NE Oregon St, Portland, OR, 97232, US"
AVweKpzKkufWRAb5Akto,211 Fore St,"brewery,american restaurant,bar,brewery, american restaurant, , bar",Portland,US,43.65918795,-70.25076401,Sebago Brewing Company,4101,sebagobrewing,http://sebagobrewing.com,False,False,True,OR,"211 Fore St, Portland, OR, 4101, US"
AVwc7weHIN2L1WUfqfBO,930 S E Oak St,"brewery,pizza place buckman",Portland,US,45.5199111,-122.6564392,Pizza Box,97214,basecampbrewing,http://basecampbrewingco.com,False,False,True,OR,"930 S E Oak St, Portland, OR, 97214, US"
AVwdGwzM_7pvs4fz2UH-,38 Evergreen Dr,"brewers,wineries,business consultants,brewery,brew pubs,beer , ale,restaurants",Portland,US,43.70778688,-70.31450027,D L Geary Brewing Co,4103,,http://www.gearybrewing.com/pages/home.php,True,False,True,OR,"38 Evergreen Dr, Portland, OR, 4103, US"
AVzpAuIz-gnIPe8DUIzk,200 Anderson St,"farms,cider mills,brewers,wineries",Portland,US,,,Urban Farm Fermentory,4101,,,True,True,True,OR,"200 Anderson St, Portland, OR, 4101, US"
AVwd6_MAIN2L1WUf0ZK_,86 Newbury St,"brewers,wineries,business consultants,beer homebrewing equipment , supplies,beer , ale,liquor stores",Portland,US,43.661697,-70.249306,Shipyard Brewery,4101,,http://captneli.com,True,False,True,OR,"86 Newbury St, Portland, OR, 4101, US"
AVwcyosx_7pvs4fzzALp,1 Industrial Way,"beer , ale-wholesale , manufacturers,beer , ale,brewery riverton",Portland,US,43.7034,-70.32033,Bissell Brothers Brewing,4103,bissellbrosbrew,"http://www.bissellbrothers.com,http://bissellbrothers.com",False,False,True,OR,"1 Industrial Way, Portland, OR, 4103, US"
AV12XFxQa4HuVbed8p0U,103 Fox St,brewers,Portland,US,,,Rising Tide Brewing Co LLC,4101,,,True,True,True,OR,"103 Fox St, Portland, OR, 4101, US"
AV0ZCxgqLD2H7whiY8ZC,1629 SE Hawthorne Blvd,brewers,Portland,US,,,McMenamins Barley Mill Pub,97214,,,True,True,True,OR,"1629 SE Hawthorne Blvd, Portland, OR, 97214, US"
AV0ZCxheFcQ3k02bEO8-,618 SW Nebraska St,brewers,Portland,US,,,Fulton Pub & Brewery,97239,,,True,True,True,OR,"618 SW Nebraska St, Portland, OR, 97239, US"
AVzF5L2e-gnIPe8DSvn_,Kolonnadenstr. 11,"beer bar,bar,brewery",Portland,US,,,Goldhopfen Craft Beer Bar Leipzig,4109,,,True,True,True,OR,"Kolonnadenstr. 11, Portland, OR, 4109, US"
AVwciTStIN2L1WUfmB5m,5115 N E Sandy Blvd,"pubs,breweries",Portland,US,45.540015000000004,-122.610748,Laurelwood Brewing Co,97213,,,True,True,True,OR,"5115 N E Sandy Blvd, Portland, OR, 97213, US"
AVwed0EGByjofQCxydq0,1526 Th Ave,"brewers,hotels motels",Portland,US,45.514472,-122.684974,Mcmenamins Market Street Pub,97201,,,True,True,True,OR,"1526 Th Ave, Portland, OR, 97201, US"
AVzBBLDxLD2H7whiWJ4s,324 Fore St,"winery,brewery",Portland,US,,,Sweetgrass Farm Wine & Distillery,4101,,,True,True,True,OR,"324 Fore St, Portland, OR, 4101, US"
AVwdOxFwIN2L1WUftmOT,2117 N E Oregon St,brewery kerns,Portland,US,,,Stung Fermented,97232,,,True,True,True,OR,"2117 N E Oregon St, Portland, OR, 97232, US"
AVwdEyBCIN2L1WUfr9I2,2401 N W 22nd Ave,"business service , brewery",Portland,US,,,Mcf Craft Brewing Systems,97210,,http://mcfpdx.com,True,False,True,OR,"2401 N W 22nd Ave, Portland, OR, 97210, US"
AVwcxMc3kufWRAb5y0jl,930 S E Oak St,"festival , brewery buckman",Portland,US,,,Base Camp's Collabofest,97214,,,True,True,True,OR,"930 S E Oak St, Portland, OR, 97214, US"
AVwdZpfc_7pvs4fz5f_-,N W Portland/pearl District,"food , drink,tours , activities,tours,brewery tours,beer tastings , tours",Portland,US,45.525665000000004,-122.68567,Brewcycle,,,,True,True,True,OR,
AVwddOwTIN2L1WUfwBEG,0307 SW Montgomery St,"brewery,brewery downtown portl,",Portland,US,,,Full Sail Brew Pub,97201,fullsailbrewing,http://fullsailbrewing.com,False,False,False,OR,"0307 SW Montgomery St, Portland, OR, 97201, US"
AVwchWEjkufWRAb5wD9K,103 Fox St,"brewery,breweries,food , drink",Portland,US,43.66532,-70.25695999999999,Rising Tide Brewing Company,4101,risingtidebeer,,False,True,True,OR,"103 Fox St, Portland, OR, 4101, US"
AV0ZCxf93D1zeR_xD1Vg,6635 N Baltimore Ave,brewers,Portland,US,45.59,-122.7618,Occidental Brewing Co,97203,,,True,True,True,OR,"6635 N Baltimore Ave, Portland, OR, 97203, US"
AV0ZCpuZ3D1zeR_xD1Jk,2234 Ne 50th Ave,"beverage manufacturers,wineries,breweries",Portland,US,45.5389,-122.6119,Nicolas Rolin Vineyard & Wnry,97213,,,True,True,True,OR,"2234 Ne 50th Ave, Portland, OR, 97213, US"
AVwcqJq4kufWRAb5xnTi,6959 SW Multnomah Blvd,"brewery,american restaurant,brewery , american restaurant,bars , clubs,brew pubs,restaurants,bars , pubs,pubs,brewers,bars clubs,bars pubs,catering,restaurant",Portland,US,45.465916,-122.748024,Old Market Pub & Brewery,97223,ompbrew,http://drinkbeerhere.com,False,False,False,OR,"6959 SW Multnomah Blvd, Portland, OR, 97223, US"
AVweMqAoByjofQCxwIDe,240 N Broadway,"brewery,beer homebrewing equipment , supplies,beer , ale",Portland,US,45.53476,-122.66814,Upright Brewing,97227,uprightbrewing,http://www.uprightbrewing.com,False,False,False,OR,"240 N Broadway, Portland, OR, 97227, US"
AVwejTjykufWRAb5EAAt,1717 SW Park Ave,"brewery,pub,restaurant",Portland,US,45.512879999999996,-122.68538000000001,Rogue Hall,97201,rogueales,http://www.rogue.com,False,False,False,OR,"1717 SW Park Ave, Portland, OR, 97201, US"
AVwchm1bkufWRAb5wHYK,3535 SW Multnomah Blvd,"food drink shop,wine shop,beer store,breweries,wine stores,beer,food drink shop , wine shop multnomah,wholesale beer,locksmiths",Portland,US,45.4676,-122.7131,John's Marketplace,97219,,http://www.johnsmarketplaceportlandor.com,True,False,True,OR,"3535 SW Multnomah Blvd, Portland, OR, 97219, US"
AVwdq7ky_7pvs4fz8MNx,630 SE Belmont St,brewery,Portland,US,,,The Commons Brewery,97214,,,True,True,False,OR,"630 SE Belmont St, Portland, OR, 97214, US"
AVzA-yEZLD2H7whiWIn8,1212 SE Powell Blvd Ste D,brewery,Portland,US,,,Bushwhacker Cider,97202,,,True,True,True,OR,"1212 SE Powell Blvd Ste D, Portland, OR, 97202, US"
AVweIebu_7pvs4fzAUm_,12105 N Center Ave,"american restaurant,pizza place,brewery,restaurants,brew pubs,pubs,taverns,bars clubs,bars pubs",Portland,US,45.6105,-122.6803,BJ's Restaurant and Brewhouse,97217,,,True,True,False,OR,"12105 N Center Ave, Portland, OR, 97217, US"
AVzBGK_03D1zeR_xBG9u,200 Anderson St. Bay 4,"farm,brewery",Portland,US,,,Urban Farm Fermentory,4101,,,True,True,True,OR,"200 Anderson St. Bay 4, Portland, OR, 4101, US"
AV5LptuCRxPSIh2RhM75,8268 SE 13th Ave,"brewery,beer bar,pub",Portland,US,,,Ancestry Brewing Taproom,97202,,,True,True,True,OR,"8268 SE 13th Ave, Portland, OR, 97202, US"
AV1dZSYoIxWefVJwe2wj,2336 Nw 21st Ave,"wholesale wine,breweries,wholesale foods",Portland,US,45.5394,-122.6949,Vin De Garde Wines Ltd,97209,,,True,True,True,OR,"2336 Nw 21st Ave, Portland, OR, 97209, US"
AV45440v3-Khe5l_SXf-,4245 SE Milwaukie Ave,"coffee tea manufacturers,brewers",Portland,US,45.4927,-122.6523,"Brew Dr. Kombucha, LLC",97202,,,True,True,True,OR,"4245 SE Milwaukie Ave, Portland, OR, 97202, US"
AVwdFpfV_7pvs4fz2IjU,250 Commercial St,"brewery,distillery,gastropub,american restaurant,spa downtown portl,,brewery, american restaurant, , distillery downtown portl,,spa,spas , wellness,brewery, american restaurant, , distillery,restaurant",Portland,US,43.65477,-70.2544,Liquid Riot Bottling Company,4101,liquid_riot,http://liquidriot.com,False,False,True,OR,"250 Commercial St, Portland, OR, 4101, US"
AVwcmzPhkufWRAb5xDEQ,7805 SE Stark St,"brewery,brew pubs,restaurants,beer , ale,brewers,brewery montavilla,restaurant",Portland,US,45.51939,-122.58328999999999,Montavilla Brew Works,97215-2339,,http://www.montavillabrew.com,True,False,True,OR,"7805 SE Stark St, Portland, OR, 97215-2339, US"
AVweLPv7IN2L1WUf2pjn,210 NW 21st Ave,"brew pubs,bars,night clubs,banquet halls , reception facilities,taverns,beer , ale,restaurants,restaurant,brewery,irish pub,bars , clubs,reception centers,bars , pubs,party planners,banquet halls , reception facilities,beer , ale",Portland,US,45.52438,-122.69403,Kells Brew Pub,97209,kellsbrewpub,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJqPInDL-BtdCPC4uSCjjFzfE9crPHV_PfAdJrmuXr3xVfRnPnVgGlAzqovKnwKAUDZ6spGxUxvuPdIhRpeHJ1hMsMC8YrLBnHaxZxJZFXTXhjFURpZjE3YDMKR3rd88yLhqnGJPnZco_H8eFzdKFR62ql_zjXdNQL3sxusPIlX_bl42Jp0V8CnswsPFdosaloxrgAVNRbOBWWU4Kk2AAvzELZ9l0yy1_tDykc0rHjlHTSuQhW9UOHFYidGtaue5TTbjePI2o6i1-2VlovY39vFLFjgemMDefv_Uotr1fYsIKlou9fmfcn_DsqdN4dJh5LwW5XHRUECqF0-yt2dkwF7nlfL9hpIswFf5b0xPMHCb4&placement=listing_profile&cs_user=unknown&cs_session=4bf27635d35d2d566bd474ac0c8ec39ec8604458,False,False,False,OR,"210 NW 21st Ave, Portland, OR, 97209, US"
AVwdnD8QkufWRAb57lc9,1728 NE 40th Ave,"brew pubs,brewery,pub,restaurant,brewery, pub, , restaurant,brewery, pub, , restaurant hollywood",Portland,US,45.53567,-122.62166,Columbia River Brewing Co.,97212,crbrewco,"http://www.columbiariverbrewpub.com,http://columbiariverbrewpub.com",False,False,False,OR,"1728 NE 40th Ave, Portland, OR, 97212, US"
AVwecNNuIN2L1WUf48Uf,215 N E Dekum St,"brewery piedmont,brewery",Portland,US,,,Vanport Brewing,97211,,http://vanportbrewing.wordpress.com,True,False,True,OR,"215 N E Dekum St, Portland, OR, 97211, US"
AVwdxhMW_7pvs4fz9JVj,Moda Ctr,"bar , brewery",Portland,US,,,Fan Haus Ii,97227,,,True,True,True,OR,"Moda Ctr, Portland, OR, 97227, US"
AVweBTVpIN2L1WUf1R6q,4380 SW Macadam Ave,"beverage manufacturers,breweries",Portland,US,45.4911,-122.6711,Coca-Cola Co,97239,,,True,True,True,OR,"4380 SW Macadam Ave, Portland, OR, 97239, US"
AV0ZCxkR-gnIPe8DVWaM,303 th Ave,brewers,Portland,US,45.5226,-122.6832,McMenamins Crystal Hotel,97205,,,True,True,True,OR,"303 th Ave, Portland, OR, 97205, US"
AVweFXm8kufWRAb5_2i6,9520 N Lombard St,"breweries , brew pubs",Portland,US,45.595811,-122.76052,Ranger Tavern,97203-2110,,,True,True,True,OR,"9520 N Lombard St, Portland, OR, 97203-2110, US"
AVwdJXeoByjofQCxl-Pd,1332 W Burnside St,"brewers,hotels , motels,hotels motels",Portland,US,45.52281,-122.68488899999998,McMenamins Crystal Ballroom,97209,crystalballroom,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJIxLycPLShAVg4q7W2QIKJtCdg8eLZWcG26hPqoXHTUUZ85xhO8NuKGRLYW6kccIMKRhd1qhGYrS3J5126pjonDVbYnr7T_FZnczP0dVHx-HY_1JhKULSu5jdZRQ0WU1zonisZRb0dWzQwloCW545Beyv_sypjDkpmjf8PmhmbuMdOWnCq0SLxSRZw4Qit0lR2n_BweAc2Q9J31Fu7jHSI6L4bSWA3AVV65qiKBXJeNLOfsEJhEIRyKQdOZ7_R7T16Q_BBsDCyrO6uKM028VfxpjK8rMNm3wAV8CUgTz7Bn3VRlF4pSDHrpkHis0I9cFy570Drfw0xRiehN6csJdba3X_Oo97wfBH2rvluamAj4C025AhL52nNYenBRxAQLVaau8dEI8dJ9k&placement=listing_profile&cs_user=unknown&cs_session=a139d11183194a2ea8f8157ddd4430e173a24a31,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJkHNIfilGKgWa_A1jRdmH9EwsmDzIx6dDLyi4bs_4HlnZwuSOSMX-iRZye3ePZcCRZCXIXFN73RChzb2ztPrp63usfqq_6WVl23ONHJRQ5r-z14X0vwNmyJyLoJKVC74LD3pHYEdQ87d_fIrpg78KUC2Daztt8oLiW1ehn8V48R6llSHdW42I-kxIxIcPBgCqSn2GxIjBkaAUOE1aTNJ8gkp3iLyjA5Vbk69C2pfIJKYzH9qTci4d9RKdcG02EwSSAWJH6-6lFSSVgopW9psMnRbi2z-2OLuA43QOzub2ydlqniz5c6kt2AZZbmvTNMDqT2TQnxW2PuvipcHImXgIMw3AaL8ChILeC_713eh9rjKxWERmNzUQdnCUfXqVz-jpo9oPnnxu9fY&placement=listing_profile&cs_user=unknown&cs_session=7fd45846fd41c93cfe6b2435fb14d1ecc41673d2",False,False,True,OR,"1332 W Burnside St, Portland, OR, 97209, US"
AVweN2TY_7pvs4fzBD5t,432 N W 21st Ave,"brewers,hotels , motels,hotels motels",Portland,US,45.525822,-122.694273,Mcmenamins Blue Moon Tavern & Grill,97209,,http://www.mcmenamins.com/bluemoon,True,False,True,OR,"432 N W 21st Ave, Portland, OR, 97209, US"
AV1c9FUPRxPSIh2RZBnZ,4200 SW Torr Ln,brewers,Portland,US,,,Victor 23 Brewing LLC,97221,,,True,True,True,OR,"4200 SW Torr Ln, Portland, OR, 97221, US"
AVwc0Qf1IN2L1WUfpNtI,0309 SW Montgomery St,brewery,Portland,US,,,Pilsner Room,97201,,,True,True,True,OR,"0309 SW Montgomery St, Portland, OR, 97201, US"
AVwd1fHyByjofQCxs7xU,1339 N W Flanders St,"restaurants,brewers,breweries,e-commerce",Portland,US,45.525892,-122.68548200000001,Rogue Ales Public House,97209,,,True,True,True,OR,"1339 N W Flanders St, Portland, OR, 97209, US"
AVwef05mkufWRAb5Dewj,122 Anderson St,"brewery, beer garden, , speakeasy",Portland,US,,,Bunker Brewing Company,4101,,http://bunkerbrewingco.com,True,False,True,OR,"122 Anderson St, Portland, OR, 4101, US"
AVwcxFxBIN2L1WUfoqyl,8230 S E 13th Ave,"breweries , brew pubs",Portland,US,,,Black Cat Pub,97202-6610,,http://www.blackcatpub.com,True,False,True,OR,"8230 S E 13th Ave, Portland, OR, 97202-6610, US"
AVwd4BxlIN2L1WUfz-dx,1 Industrial Way,brewery,Portland,US,43.70309652,-70.320171,Foundation Brewing Company,4103,foundationbrew,http://foundationbrew.com,False,False,True,OR,"1 Industrial Way, Portland, OR, 4103, US"
AVwdb7zdkufWRAb555Wd,38 Evergreen Dr,"food , drink,breweries",Portland,US,43.707962,-70.31428000000001,D.l. Geary Brewing Company,4103,,,True,True,True,OR,"38 Evergreen Dr, Portland, OR, 4103, US"
AV12XFx23-Khe5l_PATu,1 Industrial Way 3,brewers,Portland,US,,,Bissell Brothers Brewing,4103,,,True,True,True,OR,"1 Industrial Way 3, Portland, OR, 4103, US"
AVwcpmqtkufWRAb5xht8,0618 S W Nebraska St,"bars,brew pubs,restaurants,brewers,hotels , motels,beer , ale,bar , grills,taverns",Portland,US,45.477162,-122.672816,Mcmenamins Fulton Pub & Brewery,97239,,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttdlmxVrWaPtqxTe0XhVoqVu8VN5oqbyqAVL--Iurll6XLa_jBwMByEooNhAuCH7MWhHLoHmPvYVIEYfaL2zLpqCHq81lkNo3T8k-HisnyQRcK3y9KsMqTFlKs4FZ-Ybgegbh8fWr6aZubFhoYMmhddNg57eTGYeEBhq7a2sLHYoLERzNy1kkMAHwetGnq_7h_wx_DHXwiOFls1m8PaFrWaAw2LAxdMPXS93JF_SJj8RPEAN2umaRE935BuO17c-SPC_lWv29Eb8Qmc2w_pR1kP_lQbYx-5JRchh_G25I5ZT8Kslry_XG33-297ZtWBrUNkJ2tZqXVn6UXxHvfGx4hx82B5ThMsSZsP6jp7hvvk9mZeH9vlJOz2nalA-gWfGJ-Mfr-u-NeYnvz2xoP5Qe7KnEF8NQ0Sg-s&placement=listing_profile.b&cs_user=unknown&cs_session=2c7e8b496bd2609d0ccc7ac6c6c679b399e967c7,True,False,True,OR,"0618 S W Nebraska St, Portland, OR, 97239, US"
AVzBEb5XLD2H7whiWLxq,29 Wharf St,"brewery,restaurant",Portland,US,43.65598,-70.25408,Portland Mash Tun,04101-4145,,,True,True,True,OR,"29 Wharf St, Portland, OR, 04101-4145, US"
AV455AHdIxWefVJwkye0,930 th Ave,"cider mills,bars clubs,bars pubs,restaurants,brew pubs,gluten-free,brewers",Portland,US,45.5163,-122.6556,Schilling Cider House Portland,97214,,,True,True,True,OR,"930 th Ave, Portland, OR, 97214, US"
AVwcrhCe_7pvs4fzxzKs,2030 Se 7th Ave,"restaurants,delis , delicatessens,diners,gastropub,brewery , gastropub,brewery,brewery , gastropub hosford-abernethy",Portland,US,45.508,-122.6586,Nosh On Seventh,97214,groundbrkrbrew,http://groundbreakerbrewing.com,False,False,False,OR,"2030 Se 7th Ave, Portland, OR, 97214, US"
AVwcxPB7_7pvs4fzyxWs,12525 SE Powell Blvd,"bars pubs,bars clubs,taverns,breweries,bars , clubs,nightlife",Portland,US,45.4974,-122.5344,Papa-Son's Bar,97236,,,True,True,True,OR,"12525 SE Powell Blvd, Portland, OR, 97236, US"
AVwdqFo__7pvs4fz8Dvb,Concourse A,"brewery,bar,airport gate portl, international airport,brewery , bar,airport gate",Portland,US,45.58663483,-122.59236399999999,Laurelwood Public House & Brewery,97218,laurelwood1,http://laurelwoodbrewpub.com/locations-menus/pdx-concourse-a-and-e/,False,False,False,OR,"Concourse A, Portland, OR, 97218, US"
AVwd5oYj_7pvs4fz-Qrc,1425 NW Flanders St,"brewery,brewery pearl",Portland,US,,,Back Pedal Brewing,97209,,,True,True,True,OR,"1425 NW Flanders St, Portland, OR, 97209, US"
AVzA9-AA-gnIPe8DSfZp,1629 SE Hawthorne Blvd,"pub,brewery,restaurant",Portland,US,45.512190000000004,-122.64893000000001,Barley Mill Pub,97214,,,True,True,True,OR,"1629 SE Hawthorne Blvd, Portland, OR, 97214, US"
AVwdXjzLByjofQCxoYbc,412 NW 5th Ave,"brewery,gastropub,coffee shop,brewery, gastropub, , coffee shop old town chinatown,brewery, gastropub, , coffee shop",Portland,US,,,PINTS Urban Tap Room,97209,pintsbrewing,http://www.pintsbrewing.com,False,False,True,OR,"412 NW 5th Ave, Portland, OR, 97209, US"
